Amount,Frequency,Location,Device,Time,AccountAge,Fraud
43564,6,Different City,POS,Afternoon,104,0
179964,3,International,POS,Morning,81,0
31916,5,Same City,Mobile,Morning,70,0
58705,4,Same City,Web,Morning,54,0
79309,7,Different City,Web,Morning,4,0
126266,1,Same City,POS,Night,111,0
41835,4,Different City,Web,Morning,116,0
136705,7,Same City,ATM,Afternoon,114,0
187515,5,Same City,Mobile,Afternoon,25,0
173289,3,Same City,Mobile,Morning,82,0
3086,8,International,ATM,Night,47,0
48548,9,Different City,ATM,Afternoon,48,0
87340,7,Different City,Mobile,Night,38,0
107207,3,International,Mobile,Afternoon,71,0
17596,4,Different City,Web,Afternoon,69,0
66777,4,Different City,Web,Afternoon,119,0
8467,9,International,ATM,Evening,105,0
184718,4,Same City,Web,Night,81,0
106284,3,Same City,POS,Night,93,0
44462,6,Different City,Mobile,Night,2,0
64378,7,International,ATM,Evening,108,0
111891,3,Different City,ATM,Afternoon,107,0
71553,8,Different City,ATM,Night,53,0
118981,3,Different City,Mobile,Evening,59,0
142014,1,Same City,POS,Evening,5,0
13884,7,Different City,Web,Afternoon,75,0
121734,5,Different City,Mobile,Afternoon,116,0
48144,4,Different City,Mobile,Afternoon,62,0
148745,4,Different City,Web,Morning,107,0
134254,7,International,POS,Morning,31,1
99236,1,Different City,POS,Night,48,0
92912,7,Same City,Mobile,Evening,93,0
134446,3,International,Mobile,Morning,29,0
88364,3,Different City,POS,Afternoon,53,0
185043,3,Same City,Mobile,Morning,119,0
192187,8,Same City,Mobile,Morning,53,0
21221,3,Different City,Mobile,Night,102,0
93242,7,Different City,ATM,Night,90,0
76079,9,Different City,POS,Night,87,0
131549,4,International,Mobile,Evening,8,0
157219,9,Same City,POS,Morning,54,0
105513,5,International,ATM,Morning,80,0
69629,8,Different City,Web,Evening,110,0
186251,1,Different City,Mobile,Evening,11,0
116205,10,Different City,Web,Evening,14,0
94238,5,International,Web,Morning,63,0
27776,9,International,Mobile,Morning,1,0
199447,8,International,ATM,Afternoon,108,1
155939,7,Same City,ATM,Night,105,0
5148,9,Different City,ATM,Afternoon,22,0
100185,5,Same City,POS,Night,93,0
156500,3,International,Web,Evening,120,0
172789,2,Same City,Web,Morning,69,0
91315,6,Same City,Web,Afternoon,30,0
186567,5,International,ATM,Afternoon,46,0
197714,8,Same City,Web,Night,67,0
129665,4,International,Mobile,Night,99,0
168180,7,International,Web,Afternoon,79,1
27639,4,Same City,Mobile,Afternoon,59,0
97973,5,Same City,Web,Morning,4,0
96520,1,International,POS,Morning,50,0
74148,1,International,POS,Evening,113,0
143259,6,International,ATM,Morning,75,1
198170,2,International,Mobile,Morning,88,0
165840,3,Different City,POS,Evening,42,0
90125,6,Same City,POS,Evening,108,0
138057,10,International,ATM,Evening,120,1
973,2,Different City,Web,Afternoon,11,0
105106,2,Different City,POS,Afternoon,113,0
4072,8,International,Web,Evening,39,0
45916,4,Same City,Web,Afternoon,83,0
30798,5,Same City,POS,Afternoon,62,0
127955,10,Different City,ATM,Afternoon,6,0
104844,1,International,Mobile,Afternoon,115,0
155847,4,Same City,ATM,Morning,1,0
73750,6,Same City,Mobile,Afternoon,14,0
160531,2,Different City,ATM,Morning,38,0
183914,6,International,Mobile,Evening,39,1
114916,10,Different City,Web,Night,83,0
179906,1,Same City,Mobile,Morning,119,0
81199,4,Same City,Mobile,Morning,55,0
169023,6,International,ATM,Afternoon,1,1
34065,8,International,ATM,Afternoon,112,0
143199,5,Different City,ATM,Night,90,0
166320,6,International,Web,Evening,113,1
55083,10,Different City,POS,Evening,50,0
88550,6,International,POS,Afternoon,48,1
7704,2,Same City,Web,Night,105,0
140362,10,Different City,Mobile,Night,51,0
121303,1,International,Mobile,Morning,48,0
85306,1,Different City,Web,Morning,28,0
152482,7,Different City,ATM,Afternoon,26,0
84854,10,Different City,POS,Afternoon,107,0
3051,4,Same City,Web,Morning,70,0
143322,7,International,ATM,Afternoon,29,1
35925,10,Different City,Web,Evening,99,0
163795,4,Different City,POS,Morning,106,0
128502,6,Same City,Mobile,Afternoon,79,0
147246,3,International,POS,Afternoon,113,0
486,3,Different City,Web,Morning,16,0
61138,5,Different City,Mobile,Morning,61,0
80045,7,Same City,Mobile,Evening,82,0
88821,9,International,Mobile,Afternoon,28,1
110302,1,International,POS,Evening,83,0
85355,8,Different City,Web,Evening,120,0
126340,5,International,Web,Afternoon,4,0
95580,3,International,POS,Morning,16,0
40859,4,Same City,ATM,Night,86,0
158946,5,Same City,ATM,Evening,34,0
184051,2,International,POS,Evening,50,0
32766,6,International,ATM,Night,5,0
109862,4,International,POS,Morning,75,0
113481,6,Same City,Mobile,Afternoon,41,0
42035,3,International,Mobile,Night,111,0
197629,4,Different City,Mobile,Morning,70,0
189658,5,Different City,Mobile,Afternoon,7,0
54348,10,International,Mobile,Night,15,0
186694,7,International,ATM,Evening,88,1
130493,5,International,POS,Evening,19,0
66179,5,Different City,POS,Morning,10,0
28097,4,Different City,POS,Afternoon,78,0
116853,3,Same City,Mobile,Evening,113,0
137210,7,Same City,POS,Night,57,0
149146,6,Same City,Mobile,Evening,37,0
175962,10,Same City,Web,Night,22,0
136018,9,International,Mobile,Evening,102,1
133194,7,Same City,POS,Night,104,0
97198,7,International,Web,Evening,65,1
127079,5,Different City,Mobile,Afternoon,30,0
63328,2,Different City,Mobile,Evening,12,0
98396,10,International,Mobile,Night,20,1
916,2,International,POS,Afternoon,53,0
31344,6,Different City,Web,Night,114,0
161936,3,Different City,POS,Night,116,0
31794,5,International,POS,Evening,37,0
139024,7,Same City,POS,Evening,92,0
32672,8,Different City,ATM,Morning,92,0
11010,10,International,Mobile,Evening,75,0
2335,8,Different City,Mobile,Afternoon,56,0
22893,7,International,Web,Morning,117,0
74002,7,International,ATM,Morning,54,0
67890,4,International,ATM,Morning,1,0
82135,1,Same City,Mobile,Evening,120,0
182673,3,Same City,ATM,Morning,92,0
17605,2,Different City,POS,Evening,117,0
121921,10,International,Mobile,Night,77,1
161793,5,International,Web,Night,63,0
164250,4,International,POS,Night,88,0
175885,8,Different City,Web,Evening,13,0
83207,8,Same City,POS,Night,29,0
186235,10,International,Mobile,Morning,62,1
17818,10,International,Web,Evening,86,0
148120,3,Different City,POS,Evening,2,0
8109,2,International,ATM,Night,18,0
154888,6,Same City,Mobile,Morning,80,0
18468,9,Different City,ATM,Night,18,0
79458,10,Different City,Web,Morning,94,0
27527,3,International,POS,Morning,44,0
168444,5,International,POS,Night,102,0
134015,4,Same City,ATM,Evening,49,0
100312,6,Same City,POS,Night,18,0
12361,4,International,Mobile,Night,75,0
19182,9,Different City,Mobile,Night,12,0
31835,3,Different City,Web,Morning,70,0
194584,10,Different City,Web,Evening,63,0
141024,7,International,ATM,Evening,3,1
107898,2,International,Web,Morning,70,0
1557,4,Different City,Web,Night,62,0
6470,4,Different City,Web,Night,86,0
195615,7,Same City,POS,Morning,26,0
78044,2,International,ATM,Evening,116,0
74628,5,Same City,ATM,Afternoon,3,0
78220,9,International,ATM,Afternoon,92,0
148221,3,International,Web,Night,93,0
167241,1,Same City,POS,Afternoon,13,0
124488,1,International,Mobile,Evening,90,0
27301,5,Different City,Web,Night,51,0
170252,2,Different City,ATM,Afternoon,28,0
167667,2,Different City,Mobile,Morning,13,0
22535,4,International,Mobile,Evening,74,0
191541,9,Different City,POS,Night,100,0
182296,5,Same City,Web,Morning,49,0
148544,2,Different City,POS,Morning,71,0
160191,6,Same City,Mobile,Morning,115,0
10421,9,International,Mobile,Night,33,0
190185,10,International,Web,Night,101,1
83446,8,Different City,ATM,Night,84,0
51119,1,International,POS,Afternoon,2,0
48262,10,Same City,ATM,Evening,30,0
3026,10,International,Web,Afternoon,84,0
136901,7,Different City,POS,Evening,8,0
136514,2,International,Web,Evening,45,0
181756,8,International,ATM,Morning,6,1
62470,1,Different City,POS,Evening,80,0
44599,8,International,Mobile,Afternoon,49,0
188424,7,International,Web,Morning,108,1
76574,7,Different City,ATM,Night,119,0
101534,8,Same City,POS,Evening,29,0
165340,5,Different City,POS,Morning,93,0
27609,5,Same City,Mobile,Afternoon,16,0
179596,3,International,Mobile,Night,86,0
10632,8,International,Web,Evening,93,0
76241,8,Different City,Mobile,Afternoon,59,0
113221,7,Same City,Mobile,Afternoon,3,0
13796,7,International,Mobile,Afternoon,56,0
142896,7,Different City,POS,Morning,100,0
180150,8,Different City,ATM,Night,33,0
114586,2,Different City,POS,Morning,29,0
108107,10,Same City,ATM,Morning,14,0
21227,8,International,Web,Afternoon,119,0
53073,9,International,ATM,Afternoon,67,0
151058,7,Same City,ATM,Evening,68,0
173815,6,Different City,Web,Evening,86,0
8670,2,Same City,ATM,Afternoon,10,0
159016,8,Same City,Web,Afternoon,104,0
108145,3,International,Mobile,Night,26,0
54232,7,Same City,ATM,Morning,100,0
197136,1,Different City,ATM,Night,5,0
179624,7,International,Mobile,Morning,14,1
60015,10,International,ATM,Evening,55,0
167762,1,Different City,POS,Evening,94,0
192635,6,International,POS,Evening,118,1
102652,8,Same City,Web,Evening,42,0
172017,9,Same City,Mobile,Afternoon,62,0
136840,10,International,POS,Morning,13,1
82929,4,Different City,ATM,Afternoon,80,0
88674,3,International,Mobile,Morning,110,0
160045,9,Different City,Web,Afternoon,42,0
11758,6,Different City,POS,Morning,15,0
5099,8,Different City,ATM,Evening,92,0
71677,10,International,Mobile,Evening,31,0
111791,9,Different City,Web,Morning,94,0
33047,4,Different City,Web,Afternoon,49,0
144409,6,Same City,POS,Evening,69,0
92309,4,Same City,Mobile,Afternoon,41,0
192096,9,International,POS,Evening,32,1
157774,2,Different City,Mobile,Evening,37,0
2154,10,International,Mobile,Afternoon,4,0
104266,3,Different City,Web,Morning,23,0
43157,6,Same City,Web,Afternoon,87,0
147484,9,Same City,Mobile,Afternoon,96,0
166331,1,International,POS,Evening,81,0
175184,5,Different City,POS,Afternoon,81,0
152324,2,International,Web,Morning,110,0
14630,6,International,Web,Morning,89,0
26093,6,Same City,POS,Evening,46,0
41824,2,Same City,ATM,Afternoon,15,0
139303,1,Different City,ATM,Morning,23,0
105387,2,Same City,POS,Afternoon,37,0
84132,5,International,Mobile,Evening,37,0
174753,2,Different City,Web,Night,57,0
129901,10,Different City,POS,Night,7,0
189320,9,Same City,Web,Afternoon,88,0
125017,1,Same City,ATM,Evening,105,0
129502,4,Same City,ATM,Morning,49,0
133375,1,International,ATM,Evening,32,0
47181,2,Same City,POS,Night,14,0
172128,1,Different City,ATM,Morning,71,0
34271,10,Same City,Mobile,Evening,7,0
151711,5,Different City,Mobile,Afternoon,31,0
192250,1,Different City,Web,Night,108,0
190641,9,Same City,Mobile,Evening,4,0
75556,1,Different City,Mobile,Morning,54,0
37025,4,Different City,POS,Morning,64,0
59705,7,International,ATM,Night,102,0
138975,8,Different City,POS,Night,64,0
73817,6,Different City,ATM,Morning,8,0
142049,4,International,Web,Evening,20,0
194130,1,International,ATM,Afternoon,38,0
69038,3,International,ATM,Night,78,0
195366,7,International,Mobile,Evening,110,1
87091,3,International,Web,Evening,64,0
143454,10,Same City,Mobile,Evening,63,0
156105,4,Different City,ATM,Night,94,0
64248,4,International,ATM,Night,46,0
122322,3,Same City,ATM,Afternoon,110,0
57031,10,International,Web,Night,107,0
2957,10,Same City,ATM,Evening,35,0
145804,1,Different City,POS,Morning,24,0
88181,6,International,ATM,Morning,55,1
21570,2,Different City,ATM,Afternoon,6,0
82395,5,International,Mobile,Evening,43,0
30724,5,International,POS,Night,72,0
91071,7,Different City,ATM,Evening,14,0
38985,5,International,ATM,Evening,106,0
168604,7,Same City,Web,Evening,10,0
153637,1,International,ATM,Afternoon,26,0
76333,1,Same City,Mobile,Night,42,0
107020,4,Different City,Web,Evening,91,0
107159,9,Same City,Mobile,Morning,32,0
106296,6,Same City,ATM,Afternoon,101,0
40128,10,International,Mobile,Evening,100,0
13959,8,Different City,Mobile,Evening,99,0
65723,10,Different City,Web,Evening,32,0
147305,10,Same City,Web,Night,35,0
12647,8,International,ATM,Afternoon,106,0
106046,4,Same City,Web,Evening,94,0
173710,3,Different City,Web,Morning,28,0
176195,1,Same City,Mobile,Evening,36,0
147142,9,Same City,POS,Morning,95,0
50756,8,International,ATM,Night,75,0
167494,4,International,POS,Morning,65,0
167578,4,Same City,POS,Morning,90,0
45868,1,Same City,POS,Night,41,0
21481,3,Different City,POS,Afternoon,67,0
100484,4,International,ATM,Afternoon,12,0
112616,2,Different City,POS,Evening,113,0
190443,2,Different City,POS,Morning,97,0
97157,3,International,POS,Evening,60,0
147947,1,International,Mobile,Morning,67,0
102881,10,Different City,ATM,Morning,97,0
132689,8,Different City,Web,Morning,75,0
20366,3,International,Mobile,Evening,58,0
166114,5,Same City,Web,Evening,110,0
180083,4,Same City,ATM,Afternoon,111,0
57749,3,Different City,POS,Morning,35,0
103912,6,Same City,Mobile,Evening,108,0
194527,1,Same City,POS,Afternoon,74,0
137384,10,Same City,ATM,Afternoon,102,0
10234,6,Different City,Mobile,Evening,67,0
127054,7,Different City,Mobile,Afternoon,68,0
19315,1,Same City,Mobile,Morning,56,0
161476,1,Same City,Mobile,Afternoon,74,0
44833,8,International,Web,Evening,4,0
198177,5,Different City,POS,Morning,34,0
179390,3,Same City,Mobile,Afternoon,46,0
67277,6,International,Mobile,Afternoon,53,0
190520,4,Different City,Web,Night,78,0
192497,8,Different City,Web,Morning,13,0
168459,6,International,Mobile,Evening,82,1
19722,3,Different City,Web,Evening,62,0
51051,1,International,POS,Afternoon,117,0
141213,8,Same City,Web,Morning,10,0
91438,5,Different City,ATM,Afternoon,93,0
126833,6,Different City,Mobile,Night,77,0
197994,10,Different City,ATM,Morning,71,0
161309,9,Different City,Mobile,Night,40,0
75649,8,Different City,POS,Evening,113,0
107144,8,International,ATM,Evening,14,1
170915,2,International,Web,Night,10,0
94922,9,Same City,ATM,Night,53,0
130347,8,Same City,Web,Evening,69,0
102837,2,International,Web,Afternoon,109,0
100071,4,Same City,Web,Evening,46,0
80599,3,International,Mobile,Afternoon,106,0
90001,9,Different City,POS,Morning,80,0
74935,9,International,Mobile,Afternoon,96,0
8811,7,International,Mobile,Evening,21,0
70681,4,Different City,ATM,Evening,79,0
107865,8,International,POS,Evening,74,1
89171,4,International,ATM,Night,83,0
8668,7,International,ATM,Afternoon,52,0
169603,8,International,ATM,Morning,59,1
12499,10,Different City,POS,Night,37,0
122278,2,Different City,Mobile,Evening,30,0
26190,8,International,POS,Morning,85,0
43918,6,Different City,Web,Afternoon,117,0
1193,8,Different City,ATM,Morning,86,0
150116,9,Same City,Web,Morning,98,0
144274,5,Same City,ATM,Morning,6,0
12303,1,Different City,ATM,Evening,25,0
144642,9,International,Web,Evening,67,1
138445,4,International,Mobile,Night,120,0
190782,9,Same City,Web,Night,51,0
86856,4,International,POS,Morning,7,0
68382,10,Different City,ATM,Evening,11,0
88231,10,International,Web,Night,33,1
40985,10,Same City,Mobile,Morning,117,0
109848,3,International,ATM,Afternoon,6,0
157685,5,International,POS,Afternoon,58,0
144828,6,International,POS,Night,67,1
142206,2,Same City,ATM,Evening,37,0
87749,4,Same City,Mobile,Night,8,0
64905,5,Same City,POS,Evening,70,0
27559,7,International,Web,Night,80,0
17493,1,Different City,Mobile,Afternoon,23,0
181629,2,Same City,Web,Evening,119,0
9256,4,International,Mobile,Evening,11,0
125009,6,International,Mobile,Afternoon,52,1
128401,1,International,POS,Evening,79,0
143492,6,Same City,Web,Evening,86,0
123781,3,Different City,Mobile,Night,4,0
62184,4,Same City,ATM,Afternoon,60,0
71009,8,Same City,Web,Morning,65,0
139094,4,Different City,POS,Evening,24,0
87380,8,Same City,Mobile,Morning,67,0
138387,9,International,Web,Night,105,1
46205,4,Different City,Web,Evening,95,0
151320,3,International,POS,Evening,45,0
146707,8,Same City,ATM,Night,50,0
102021,8,Same City,POS,Night,47,0
84022,10,Same City,Mobile,Afternoon,69,0
108,7,International,ATM,Afternoon,112,0
2302,8,Same City,POS,Evening,28,0
119949,5,International,Web,Night,111,0
100082,1,Different City,Mobile,Afternoon,71,0
3137,5,International,Mobile,Afternoon,119,0
69544,4,International,Web,Evening,51,0
2788,9,Different City,ATM,Night,107,0
182109,2,International,Web,Night,112,0
159301,9,International,Web,Night,116,1
101681,5,Same City,POS,Night,105,0
143734,3,Different City,Web,Morning,120,0
169583,4,International,Mobile,Night,48,0
48240,10,International,Mobile,Night,100,0
96306,2,Same City,Web,Afternoon,94,0
191890,3,Same City,Mobile,Night,52,0
136752,7,International,Web,Morning,106,1
127883,5,Different City,Mobile,Night,8,0
849,1,Same City,Mobile,Evening,7,0
125122,7,Different City,Web,Morning,101,0
101323,1,International,Web,Afternoon,61,0
174615,7,Same City,POS,Evening,95,0
50596,3,Same City,Mobile,Night,47,0
108365,7,International,Mobile,Morning,111,1
186112,5,Different City,Mobile,Morning,30,0
190819,8,Different City,ATM,Night,56,0
51059,7,Same City,ATM,Afternoon,16,0
33330,4,Same City,Mobile,Night,8,0
121722,1,International,Web,Night,84,0
166402,4,Same City,Web,Evening,118,0
192036,9,Same City,ATM,Evening,75,0
110119,7,Same City,Mobile,Night,120,0
58034,1,Different City,Web,Night,64,0
114644,1,Different City,ATM,Morning,12,0
178309,8,International,Mobile,Afternoon,38,1
2481,5,International,Mobile,Morning,57,0
12962,8,Same City,Mobile,Evening,24,0
87017,4,Different City,Web,Morning,15,0
68779,7,Same City,Web,Morning,11,0
191970,8,International,POS,Night,66,1
101909,10,Same City,Web,Morning,43,0
197930,10,Different City,Mobile,Afternoon,113,0
139295,2,Same City,Mobile,Afternoon,60,0
56247,8,Same City,POS,Evening,101,0
9811,2,Same City,POS,Night,110,0
40551,6,International,Web,Morning,104,0
56719,5,International,Web,Morning,51,0
54167,7,Same City,ATM,Night,99,0
15353,1,Different City,Web,Evening,109,0
108265,3,Same City,POS,Evening,120,0
186565,9,International,Mobile,Morning,33,1
199282,9,International,Web,Afternoon,76,1
13857,2,Same City,ATM,Morning,109,0
102230,3,Different City,Web,Morning,18,0
22245,1,Same City,ATM,Night,24,0
128777,4,Different City,Mobile,Evening,41,0
171118,1,Different City,Mobile,Afternoon,93,0
30646,6,International,Web,Night,80,0
156222,1,International,Mobile,Afternoon,81,0
15465,10,International,POS,Morning,120,0
45275,6,Same City,ATM,Evening,30,0
157015,8,Different City,Mobile,Night,51,0
61466,7,Different City,Web,Evening,32,0
129475,9,Different City,Web,Afternoon,44,0
199225,1,Different City,ATM,Morning,63,0
104682,10,Different City,ATM,Evening,70,0
107304,5,Different City,Mobile,Night,19,0
117670,6,Different City,ATM,Night,106,0
146334,5,International,Web,Morning,29,0
152454,4,Same City,POS,Morning,74,0
100698,4,Same City,Web,Night,93,0
40829,3,International,Web,Evening,87,0
120745,6,Different City,POS,Afternoon,46,0
39115,8,International,Mobile,Night,49,0
194738,5,Same City,Mobile,Evening,115,0
124911,3,Same City,Web,Evening,77,0
163169,10,International,POS,Evening,23,1
189293,10,Different City,Web,Evening,57,0
194936,2,Same City,Web,Afternoon,43,0
27540,6,Different City,POS,Evening,45,0
58668,5,Same City,Mobile,Afternoon,112,0
25683,9,Same City,POS,Evening,15,0
149967,10,Same City,Web,Afternoon,29,0
788,4,Different City,POS,Afternoon,79,0
111170,1,Same City,Mobile,Afternoon,40,0
8366,10,Same City,Mobile,Morning,40,0
42427,2,Different City,Web,Morning,114,0
19426,2,Same City,POS,Night,92,0
186731,7,Different City,POS,Night,65,0
118786,9,Same City,ATM,Night,116,0
189367,5,Same City,Web,Night,19,0
28479,5,Different City,POS,Evening,115,0
44257,7,Different City,Mobile,Morning,32,0
52571,7,Different City,Web,Night,84,0
27662,5,Same City,Web,Evening,26,0
151867,2,International,Web,Afternoon,31,0
137780,3,Same City,ATM,Evening,36,0
106211,8,International,ATM,Evening,103,1
46589,2,Different City,Mobile,Evening,65,0
4456,4,Different City,Web,Afternoon,72,0
159422,9,Same City,Web,Afternoon,41,0
97785,8,Different City,POS,Evening,78,0
180936,2,Same City,ATM,Morning,119,0
40040,2,Same City,Mobile,Evening,17,0
192951,7,Same City,ATM,Night,14,0
97576,2,Same City,Web,Night,107,0
119909,4,Same City,Web,Night,20,0
60739,4,Same City,POS,Morning,111,0
41943,1,International,POS,Afternoon,55,0
185154,9,International,Web,Morning,11,1
90076,9,Different City,ATM,Morning,3,0
106098,2,Different City,POS,Evening,84,0
131414,1,International,ATM,Night,5,0
49710,1,Same City,Web,Evening,5,0
62764,6,Same City,Mobile,Evening,28,0
97195,10,Different City,Mobile,Afternoon,98,0
68099,8,Different City,Web,Morning,26,0
165546,1,Different City,POS,Morning,112,0
136946,1,Different City,Web,Afternoon,11,0
62016,6,International,Web,Afternoon,43,0
140860,2,International,POS,Morning,51,0
34957,1,Different City,Mobile,Afternoon,70,0
49385,10,International,Web,Evening,85,0
61428,8,Same City,POS,Evening,52,0
104657,7,Different City,Mobile,Evening,62,0
17763,3,International,ATM,Night,12,0
97974,6,International,Web,Afternoon,13,1
53019,8,Same City,ATM,Evening,85,0
191670,1,Different City,ATM,Evening,67,0
181888,1,Same City,Web,Night,87,0
7602,3,Different City,Web,Night,100,0
182313,7,Same City,Web,Evening,104,0
90605,8,Different City,ATM,Morning,35,0
190047,7,Same City,ATM,Afternoon,63,0
81185,10,Different City,Web,Night,77,0
48409,8,International,Web,Night,43,0
183579,1,Same City,Web,Morning,39,0
61698,3,Different City,Web,Evening,7,0
52911,3,Different City,POS,Morning,52,0
186414,7,International,Web,Evening,37,1
187455,7,International,Web,Night,65,1
103188,9,Same City,Web,Afternoon,9,0
40377,2,Same City,Web,Night,34,0
104931,4,Same City,Web,Morning,68,0
50641,4,International,Mobile,Night,90,0
79655,7,Different City,ATM,Morning,13,0
107976,8,Different City,POS,Evening,106,0
43264,8,International,Web,Afternoon,86,0
41573,5,Different City,ATM,Evening,88,0
3735,6,Same City,Web,Afternoon,119,0
156143,7,International,ATM,Night,107,1
83025,3,Same City,POS,Evening,80,0
170297,7,International,Mobile,Evening,50,1
40876,5,Same City,ATM,Afternoon,58,0
79629,4,International,Mobile,Morning,6,0
50233,5,Same City,Web,Night,41,0
152213,4,International,Mobile,Evening,30,0
88165,1,Same City,POS,Evening,83,0
157803,9,Same City,Mobile,Night,26,0
64909,6,Different City,POS,Night,7,0
61674,5,Different City,Web,Afternoon,78,0
157511,8,Same City,Web,Afternoon,105,0
87247,7,Same City,ATM,Night,71,0
192906,6,Same City,Web,Night,98,0
183914,4,Same City,Web,Evening,68,0
26210,4,International,Web,Afternoon,102,0
20739,9,Same City,Mobile,Afternoon,113,0
69289,7,International,Mobile,Evening,85,0
123785,10,International,Mobile,Afternoon,104,1
90794,5,Same City,ATM,Night,39,0
62412,2,Same City,Mobile,Afternoon,96,0
54489,10,Same City,Web,Evening,89,0
77128,7,Different City,Mobile,Afternoon,85,0
124441,10,Different City,ATM,Morning,31,0
98106,7,Different City,Mobile,Afternoon,42,0
107745,4,Same City,Mobile,Evening,95,0
12816,2,Same City,Web,Morning,41,0
21017,2,International,Web,Evening,37,0
91345,6,International,Web,Night,95,1
175632,7,Different City,ATM,Evening,93,0
112341,5,Same City,ATM,Night,67,0
74038,1,International,POS,Morning,97,0
95615,9,International,Web,Night,53,1
35428,1,Same City,POS,Afternoon,115,0
117130,4,Same City,POS,Afternoon,37,0
56840,1,International,Mobile,Evening,79,0
157864,3,Different City,POS,Morning,16,0
134543,8,International,Web,Night,80,1
199847,8,Different City,Mobile,Morning,116,0
71253,1,Different City,Web,Afternoon,24,0
145475,10,Different City,POS,Evening,103,0
63747,6,Same City,ATM,Night,74,0
81610,8,International,POS,Afternoon,84,1
146662,6,International,ATM,Afternoon,120,1
188140,9,Same City,Web,Evening,38,0
17711,10,Same City,Mobile,Evening,1,0
9039,9,Different City,POS,Evening,105,0
32810,3,International,Web,Morning,11,0
13753,5,International,ATM,Evening,41,0
197965,6,International,Web,Morning,102,1
56072,2,Same City,Web,Afternoon,113,0
114484,8,International,Mobile,Morning,89,1
71356,1,International,Web,Night,22,0
108870,6,Same City,Mobile,Morning,28,0
122869,5,International,ATM,Evening,80,0
50660,1,Same City,Web,Afternoon,53,0
70918,7,International,Web,Night,25,0
110806,5,International,Mobile,Morning,4,0
43609,3,Same City,Mobile,Morning,94,0
145052,6,Different City,Mobile,Evening,98,0
111873,9,International,ATM,Evening,33,1
119371,3,Same City,ATM,Morning,114,0
57990,1,International,POS,Morning,59,0
176880,3,Same City,Mobile,Morning,103,0
193370,5,Same City,ATM,Afternoon,27,0
182323,6,Same City,ATM,Morning,78,0
61833,3,Same City,Web,Afternoon,27,0
25214,9,Same City,POS,Night,83,0
135866,6,Same City,Web,Morning,105,0
87279,3,Same City,POS,Morning,37,0
17059,5,Same City,Mobile,Morning,19,0
146875,8,International,ATM,Morning,46,1
79734,1,Different City,Web,Afternoon,46,0
148553,1,Same City,ATM,Morning,56,0
64473,2,Same City,Web,Evening,94,0
111389,7,International,POS,Afternoon,3,1
199088,10,Different City,Web,Evening,78,0
21742,4,Same City,ATM,Night,43,0
111381,4,Different City,POS,Night,41,0
124713,5,Different City,Mobile,Morning,103,0
8401,5,Same City,ATM,Evening,36,0
144663,7,International,POS,Afternoon,82,1
96324,6,International,Web,Evening,55,1
87880,3,International,ATM,Evening,88,0
148247,7,Same City,Mobile,Morning,20,0
66034,10,Same City,Mobile,Morning,51,0
194823,7,International,POS,Afternoon,43,1
87364,8,International,Web,Evening,20,1
143894,8,International,Mobile,Evening,23,1
190519,7,Different City,POS,Night,7,0
116188,9,Same City,Mobile,Morning,69,0
31147,4,Different City,Web,Evening,92,0
3113,9,Different City,POS,Evening,40,0
158601,9,International,Web,Evening,74,1
47065,5,Same City,POS,Night,13,0
91604,5,Same City,Web,Night,7,0
101642,5,Different City,ATM,Evening,13,0
185416,4,International,Mobile,Afternoon,22,0
27292,10,International,POS,Morning,86,0
147136,9,Different City,Web,Night,49,0
142693,8,Same City,Mobile,Afternoon,59,0
188023,9,Same City,Web,Afternoon,118,0
134903,3,International,ATM,Night,55,0
170184,2,International,ATM,Afternoon,70,0
130780,9,Different City,Mobile,Morning,38,0
70583,3,Different City,POS,Night,56,0
58574,8,Same City,Mobile,Evening,76,0
60364,7,International,Mobile,Morning,111,0
50364,10,International,POS,Afternoon,40,0
7124,1,Different City,Mobile,Afternoon,103,0
175752,7,International,Web,Afternoon,74,1
160029,3,Different City,Mobile,Night,118,0
153176,8,International,ATM,Morning,66,1
182717,4,International,Web,Afternoon,74,0
31020,7,International,ATM,Night,92,0
128643,5,International,ATM,Afternoon,65,0
71528,6,Same City,ATM,Afternoon,71,0
193492,6,Different City,Mobile,Afternoon,54,0
72823,1,International,Web,Morning,22,0
73376,6,International,POS,Afternoon,98,0
104830,8,Different City,Web,Evening,113,0
152196,4,International,Web,Afternoon,74,0
53879,6,International,Mobile,Evening,27,0
139481,7,International,ATM,Night,111,1
129035,7,International,ATM,Evening,82,1
22020,5,Same City,Web,Morning,52,0
35215,3,Different City,Mobile,Night,34,0
22996,8,Same City,ATM,Evening,48,0
92073,4,International,Mobile,Afternoon,95,0
180844,2,International,Web,Afternoon,55,0
2335,3,International,Mobile,Afternoon,105,0
34219,2,International,POS,Evening,79,0
191064,4,Different City,ATM,Night,77,0
33254,9,Different City,Web,Night,70,0
125630,2,International,ATM,Afternoon,100,0
84264,3,Different City,Web,Evening,94,0
130884,3,Different City,POS,Morning,72,0
142422,1,Different City,ATM,Night,71,0
192399,8,Same City,Mobile,Afternoon,62,0
163131,2,Same City,ATM,Afternoon,52,0
137429,5,Same City,ATM,Night,28,0
154757,3,Same City,ATM,Afternoon,114,0
181242,8,Different City,ATM,Night,91,0
19925,5,International,Mobile,Evening,33,0
52851,10,Same City,Mobile,Afternoon,5,0
36184,10,International,POS,Evening,35,0
